k,n_open,n_eligible,n_critical,n_decision_relevant,n_kept,n_kept_eligible,n_kept_critical,n_kept_open_other,n_kept_completed,n_kept_padding,slack_correlation,mean_slack_kept,mean_slack_discarded,slack_diff_kept_minus_disc,critical_retention,eligible_retention,successor_retention,mean_frontier_dist_kept,mean_frontier_dist_all,mean_frontier_dist_kept_dr,mean_frontier_dist_all_dr,step,method,instance,rule
20.0,31.0,4.0,3.0,27.0,20.0,4.0,3.0,13.0,0.0,0.0,0.26568989239008783,20.035415649414062,17.146970748901367,2.8884449005126953,1.0,1.0,0.6875,1.25,1.1935484409332275,1.5625,1.3703703880310059,21,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,31.0,4.0,3.0,27.0,20.0,4.0,1.9,14.1,0.0,0.0,-0.11208792335206832,18.932187652587892,18.751666736602782,0.18052091598510742,0.6333333333333333,1.0,0.5708408748114631,1.0449999868869781,1.1935484409332275,1.30625,1.3703703880310059,21,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,30.0,6.0,3.0,24.0,20.0,6.0,3.0,11.0,0.0,0.0,0.08494078822799196,17.294048309326172,16.873332977294922,0.42071533203125,1.0,1.0,0.6666666666666666,1.2000000476837158,1.1333333253860474,1.7142857313156128,1.4166666269302368,22,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,30.0,6.0,3.0,24.0,20.0,6.0,2.1,11.9,0.0,0.0,-0.11764737008691464,16.399285984039306,18.126000022888185,-1.7267140388488769,0.7,1.0,0.576040993320405,1.0600000083446504,1.1333333253860474,1.5142857313156128,1.4166666269302368,22,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,29.0,4.0,3.0,25.0,20.0,4.0,3.0,13.0,0.0,0.0,0.19671313220084446,18.179166793823242,16.22037124633789,1.9587955474853516,1.0,1.0,0.7333333333333333,1.25,1.1034482717514038,1.5625,1.2799999713897705,23,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,29.0,4.0,3.0,25.0,20.0,4.0,2.0,14.0,0.0,0.0,0.09676892074210833,17.95479211807251,16.619258975982667,1.3355331420898438,0.6666666666666667,1.0,0.603003663003663,1.0550000190734863,1.1034482717514038,1.31875,1.2799999713897705,23,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,28.0,4.0,3.0,24.0,20.0,4.0,3.0,13.0,0.0,0.0,0.14351634273281075,15.207291603088379,17.40416717529297,-2.19687557220459,1.0,1.0,0.7333333333333333,1.0499999523162842,1.0,1.3125,1.1666666269302368,24,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,28.0,4.0,3.0,24.0,20.0,4.0,2.0,14.0,0.0,0.0,0.1688942326062956,16.416354179382324,14.986042022705078,1.430312156677246,0.6666666666666666,1.0,0.5790626040626041,0.9199999988079071,1.0,1.15,1.1666666269302368,24,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,27.0,3.0,3.0,24.0,20.0,3.0,3.0,14.0,0.0,0.0,0.1776452291143938,15.79705810546875,15.523809432983398,0.27324867248535156,1.0,1.0,0.7333333333333333,1.0,0.9629629850387573,1.1764706373214722,1.0833333730697632,25,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,27.0,3.0,3.0,24.0,20.0,3.0,2.3,14.7,0.0,0.0,0.018070807789222813,15.654607486724853,15.869761991500855,-0.21515450477600098,0.7666666666666667,1.0,0.7046053946053947,0.9199999988079071,0.9629629850387573,1.0823529660701752,1.0833333730697632,25,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,26.0,5.0,3.0,21.0,20.0,5.0,3.0,12.0,0.0,0.0,0.1973249382232858,13.880000114440918,13.51111125946045,0.36888885498046875,1.0,1.0,0.7333333333333333,0.8500000238418579,0.8846153616905212,1.1333333253860474,1.0952380895614624,26,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,26.0,5.0,3.0,21.0,20.0,5.0,2.2,12.8,0.0,0.0,0.11395188485477167,14.194110488891601,12.725832653045654,1.4682778358459472,0.7333333333333333,1.0,0.7455710955710956,0.8650000095367432,0.8846153616905212,1.153333353996277,1.0952380895614624,26,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,25.0,2.0,3.0,23.0,20.0,2.0,3.0,15.0,0.0,0.0,0.04422432452015435,13.949999809265137,19.45333480834961,-5.503334999084473,1.0,1.0,0.7142857142857143,0.75,0.800000011920929,0.8333333134651184,0.8695651888847351,27,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,25.0,2.0,3.0,23.0,20.0,2.0,2.2,15.8,0.0,0.0,0.05997613448969248,15.582684326171876,13.575666189193726,2.0070181369781492,0.7333333333333334,1.0,0.7531551781551781,0.7449999988079071,0.800000011920929,0.827777761220932,0.8695651888847351,27,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,24.0,4.0,3.0,20.0,20.0,4.0,3.0,13.0,0.0,0.0,-0.004538661015653955,12.103123664855957,16.83333396911621,-4.730210304260254,1.0,1.0,0.7857142857142857,0.75,0.7916666865348816,0.9375,0.949999988079071,28,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,24.0,4.0,3.0,20.0,20.0,4.0,2.4,13.6,0.0,0.0,-0.030938539256707788,12.909791278839112,13.606665992736817,-0.6968747138977051,0.8,1.0,0.7885198135198135,0.75,0.7916666865348816,0.9375,0.949999988079071,28,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,23.0,4.0,2.0,19.0,20.0,4.0,2.0,14.0,0.0,0.0,0.057294635388972955,11.656249046325684,9.444445610046387,2.211803436279297,1.0,1.0,0.8461538461538461,0.75,0.739130437374115,0.9375,0.8947368264198303,29,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,23.0,4.0,2.0,19.0,20.0,4.0,1.9,14.1,0.0,0.0,-0.1561939906296309,11.236978435516358,11.680554962158203,-0.4435765266418457,0.95,1.0,0.8367715617715618,0.7099999904632568,0.739130437374115,0.8875,0.8947368264198303,29,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,22.0,3.0,2.0,19.0,20.0,3.0,2.0,15.0,0.0,0.0,-0.08557705770600275,10.44117546081543,10.666667938232422,-0.2254924774169922,1.0,1.0,0.9166666666666666,0.699999988079071,0.6818181872367859,0.8235294222831726,0.7894737124443054,30,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,22.0,3.0,2.0,19.0,20.0,3.0,1.8,15.2,0.0,0.0,0.03961247310308789,10.70745038986206,8.403332901000976,2.304117488861084,0.9,1.0,0.8862121212121213,0.654999989271164,0.6818181872367859,0.7705882489681244,0.7894737124443054,30,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,21.0,5.0,1.0,16.0,20.0,5.0,0.0,15.0,0.0,0.0,0.3769451779263947,13.466665267944336,0.0,13.466665267944336,0.0,1.0,1.0,0.699999988079071,0.6666666865348816,0.9333333373069763,0.875,31,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,21.0,5.0,1.0,16.0,20.0,5.0,0.8,14.2,0.0,0.0,0.066963202196336,12.147332382202148,19.789999389648436,-7.642667007446289,0.8,1.0,0.9327272727272726,0.6649999797344208,0.6666666865348816,0.8866666734218598,0.875,31,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,20.0,3.0,1.0,17.0,20.0,3.0,1.0,16.0,0.0,0.0,0.142858876213241,10.823528289794922,,,1.0,1.0,1.0,0.6000000238418579,0.6000000238418579,0.7058823704719543,0.7058823704719543,32,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,20.0,3.0,1.0,17.0,20.0,3.0,1.0,16.0,0.0,0.0,-0.005172476552548386,10.823528289794922,,,1.0,1.0,1.0,0.6000000238418579,0.6000000238418579,0.7058823704719543,0.7058823704719543,32,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,19.0,3.0,2.0,16.0,20.0,3.0,2.0,14.0,1.0,0.0,0.14475769897353924,14.052083015441895,,,1.0,1.0,1.0,0.5263158082962036,0.5263158082962036,0.625,0.625,33,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,19.0,3.0,2.0,16.0,19.0,3.0,2.0,14.0,0.0,0.0,-0.018316280278284552,14.052083015441895,,,1.0,1.0,1.0,0.5263158082962036,0.5263158082962036,0.625,0.625,33,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,18.0,4.0,2.0,14.0,20.0,4.0,2.0,12.0,2.0,0.0,-0.2850872239766722,10.557143211364746,,,1.0,1.0,1.0,0.4444444477558136,0.4444444477558136,0.5714285969734192,0.5714285969734192,34,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,18.0,4.0,2.0,14.0,18.0,4.0,2.0,12.0,0.0,0.0,-0.15735046780727954,10.557143211364746,,,1.0,1.0,1.0,0.4444444477558136,0.4444444477558136,0.5714285969734192,0.5714285969734192,34,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,17.0,2.0,2.0,15.0,20.0,2.0,2.0,13.0,3.0,0.0,-0.2690610012503157,9.30555534362793,,,1.0,1.0,1.0,0.4117647111415863,0.4117647111415863,0.46666666865348816,0.46666666865348816,35,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,17.0,2.0,2.0,15.0,17.0,2.0,2.0,13.0,0.0,0.0,-0.026547352123364475,9.30555534362793,,,1.0,1.0,1.0,0.4117647111415863,0.4117647111415863,0.46666666865348816,0.46666666865348816,35,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,16.0,4.0,2.0,12.0,20.0,4.0,2.0,10.0,4.0,0.0,0.03873335483621993,7.294444561004639,,,1.0,1.0,1.0,0.375,0.375,0.5,0.5,36,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,16.0,4.0,2.0,12.0,16.0,4.0,2.0,10.0,0.0,0.0,-0.032395169499383945,7.294444561004639,,,1.0,1.0,1.0,0.375,0.375,0.5,0.5,36,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,15.0,4.0,2.0,11.0,20.0,4.0,2.0,10.0,5.0,0.0,0.4530999218389989,7.412121295928955,,,1.0,1.0,1.0,0.3333333432674408,0.3333333432674408,0.4545454680919647,0.4545454680919647,37,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,15.0,4.0,2.0,11.0,15.0,4.0,2.0,10.0,0.0,0.0,0.03203736821083831,7.412121295928955,,,1.0,1.0,1.0,0.3333333432674408,0.3333333432674408,0.4545454680919647,0.4545454680919647,37,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,14.0,3.0,3.0,11.0,20.0,3.0,3.0,9.0,6.0,0.0,0.38074996877286643,6.775757312774658,,,1.0,1.0,1.0,0.2857142984867096,0.2857142984867096,0.3636363744735718,0.3636363744735718,38,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,14.0,3.0,3.0,11.0,14.0,3.0,3.0,9.0,0.0,0.0,0.14083161495574698,6.775757312774658,,,1.0,1.0,1.0,0.2857142984867096,0.2857142984867096,0.3636363744735718,0.3636363744735718,38,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,13.0,4.0,1.0,9.0,20.0,4.0,1.0,8.0,7.0,0.0,0.10041928905068677,7.901852130889893,,,1.0,1.0,1.0,0.23076923191547394,0.23076923191547394,0.3333333432674408,0.3333333432674408,39,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,13.0,4.0,1.0,9.0,13.0,4.0,1.0,8.0,0.0,0.0,-0.2100436795976865,7.901852130889893,,,1.0,1.0,1.0,0.23076923191547394,0.23076923191547394,0.3333333432674408,0.3333333432674408,39,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,12.0,5.0,1.0,7.0,20.0,5.0,1.0,6.0,8.0,0.0,0.5045249791095131,7.369048118591309,,,1.0,1.0,1.0,0.25,0.25,0.4285714328289032,0.4285714328289032,40,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,12.0,5.0,1.0,7.0,12.0,5.0,1.0,6.0,0.0,0.0,-0.016216874328520058,7.369048118591309,,,1.0,1.0,1.0,0.25,0.25,0.4285714328289032,0.4285714328289032,40,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,11.0,3.0,1.0,8.0,20.0,3.0,1.0,7.0,9.0,0.0,-0.012049067317796997,8.135416984558105,,,1.0,1.0,1.0,0.27272728085517883,0.27272728085517883,0.375,0.375,41,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,11.0,3.0,1.0,8.0,11.0,3.0,1.0,7.0,0.0,0.0,0.06506496351610377,8.135416984558105,,,1.0,1.0,1.0,0.27272728085517883,0.27272728085517883,0.375,0.375,41,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,10.0,5.0,1.0,5.0,20.0,5.0,1.0,4.0,10.0,0.0,-0.35909242322980395,9.800000190734863,,,1.0,1.0,1.0,0.30000001192092896,0.30000001192092896,0.6000000238418579,0.6000000238418579,42,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,10.0,5.0,1.0,5.0,10.0,5.0,1.0,4.0,0.0,0.0,-0.09233805168766387,9.800000190734863,,,1.0,1.0,1.0,0.30000001192092896,0.30000001192092896,0.6000000238418579,0.6000000238418579,42,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,9.0,2.0,1.0,7.0,20.0,2.0,1.0,6.0,11.0,0.0,-0.3455116595403213,12.571428298950195,,,1.0,1.0,1.0,0.2222222238779068,0.2222222238779068,0.2857142984867096,0.2857142984867096,43,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,9.0,2.0,1.0,7.0,9.0,2.0,1.0,6.0,0.0,0.0,0.06728384948943099,12.571428298950195,,,1.0,1.0,1.0,0.2222222238779068,0.2222222238779068,0.2857142984867096,0.2857142984867096,43,random,3128_10j_5m.fjs,save_best_20_10_460.pt
20.0,8.0,3.0,1.0,5.0,20.0,3.0,1.0,4.0,12.0,0.0,-0.5642880936468347,12.649999618530273,,,1.0,1.0,1.0,0.25,0.25,0.4000000059604645,0.4000000059604645,44,learned,3128_10j_5m.fjs,save_best_20_10_460.pt
